,line_name,alert_ids,full_text,start_time,end_time,reasons_set,mins_delay,reason_0,reason_1
639,CR-Franklin,467871, Franklin Line Train 723 (5:45 pm from South Station) is operating 5-15 minutes behind schedule between Readville and Forge Park.,2022-10-17 18:18:18,2022-10-17 19:55:00,None,5-15,,
640,CR-Greenbush,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station. On the weekend of October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
641,CR-Greenbush,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
642,CR-Greenbush,467722, The new Fall/Winter Commuter Rail schedules are now in effect. Visit MBTA.com to see how we adapted our service for better seasonal performance.,2022-10-17 06:55:42,2022-10-19 02:30:00,None,,,
643,CR-Greenbush,467784, Greenbush Line Train 079 (11:45 am from South Station) has not departed from South Station and is 15-25 minutes behind schedule due to a mechanical issue. Greenbush Line Train 079 (11:45 am from South Station) has not departed from South Station and is now 25-35 minutes behind schedule due to a mechanical issue. Greenbush Line Train 079 (11:45 am from South Station) has departed from South Station and is operating 25-35 minutes behind schedule due to a mechanical issue. Greenbush Line Train 079 (11:45 am from South Station) is now operating 35-45 minutes behind schedule between JFK/UMass and Greenbush due to a mechanical issue.,2022-10-17 12:12:31,2022-10-17 13:48:00,{'mechanical issue'},35-45,mechanical issue,
644,CR-Greenbush,467791, Greenbush Line Train 084 (1:05 pm from Greenbush) is expected to depart Greenbush 15-25 minutes behind schedule due to a mechanical issue. Greenbush Line Train 084 (1:05 pm from Greenbush) has departed Greenbush and is 20-30 minutes behind schedule due to a mechanical issue.,2022-10-17 13:05:00,2022-10-17 15:09:00,{'mechanical issue'},20-30,mechanical issue,
645,CR-Greenbush,467815, Greenbush Line Train 083 (2:15 pm from South Station) is operating 5-10 minutes behind schedule between Quincy Center and Greenbush.,2022-10-17 14:46:44,2022-10-17 16:19:00,None,5-10,,
646,CR-Greenbush,467830, Greenbush Line Train 086 (2:20 pm from Greenbush) is operating 5-10 minutes behind schedule between Quincy Center and South Station.,2022-10-17 15:18:43,2022-10-17 16:24:00,None,5-10,,
647,CR-Kingston,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station. On the weekend of October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
648,CR-Kingston,467323," Kingston Train 1041/2041 (6:20 am from South Station) will no longer operate after October 16th. Effective Monday, October 17th, with the new Fall/Winter schedule, Train 1043/2043 (8:20 am from South Station) will be the first outbound train to Kingston. Kingston Train 1041/2041 (6:20 am from South Station) will no longer operate after October 16th. Effective Monday, October 17th, with the new Fall/Winter schedule, Train 1043/2043 (8:20 am from South Station) will be the first outbound train to Kingston.",2022-10-16 09:30:00,2022-10-22 02:30:00,None,,,
649,CR-Kingston,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
650,CR-Kingston,467722, The new Fall/Winter Commuter Rail schedules are now in effect. Visit MBTA.com to see how we adapted our service for better seasonal performance.,2022-10-17 06:55:42,2022-10-19 02:30:00,None,,,
651,CR-Kingston,467806, Kingston/Plymouth Line Train 051 (1:18 pm from South Station) is operating 5-15 minutes late between Quincy Center and Kingston due to train traffic.,2022-10-17 13:47:10,2022-10-17 15:17:00,{'train traffic'},5-15,train traffic,
652,CR-Kingston,467809, Kingston Line Train 054 (1:37 pm from Kingston) is operating 5-10 minutes behind schedule between Hanson and South Station.,2022-10-17 14:11:19,2022-10-17 15:41:00,None,5-10,,
653,CR-Kingston,467818, Kingston Line Train 053 (2:33 pm from South Station) is operating 5-15 minutes behind schedule between Quincy Center and Kingston due to train traffic. Kingston Line Train 053 (2:33 pm from South Station) is operating 5-15 minutes behind schedule between Quincy Center and Kingston due to train traffic.,2022-10-17 14:58:58,2022-10-17 16:33:00,{'train traffic'},5-15,train traffic,
654,CR-Kingston,467833, Kingston Line Train 056 (2:52 pm from Kingston) is operating 5-15 minutes behind schedule between Whitman and South Station.,2022-10-17 15:26:48,2022-10-17 16:59:00,None,5-15,,
655,CR-Fitchburg,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
656,CR-Fitchburg,467698, Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts until further notice. Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts until further notice.,2022-10-17 05:29:28,2022-10-18 02:30:00,None,,,
657,CR-Fitchburg,467722, The new Fall/Winter Commuter Rail schedules are now in effect. Visit MBTA.com to see how we adapted our service for better seasonal performance.,2022-10-17 06:55:42,2022-10-19 02:30:00,None,,,
658,CR-Fitchburg,467754, Please board Fitchburg Line Train 407 (8:30 am from North Station) on the inbound platform (Track 2) at Concord and West Concord today.,2022-10-17 08:59:23,2022-10-17 11:12:00,None,,,
659,CR-Fitchburg,467755, Fitchburg Line Train 407 (8:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett due to train traffic.,2022-10-17 09:01:58,2022-10-17 11:12:00,{'train traffic'},5-15,train traffic,
660,CR-Fitchburg,467767," Fitchburg Line Train 408 (8:33 am from Wachusett) is operating 5-10 minutes behind schedule today between Lincoln and North Station due to train traffic.

has context menu",2022-10-17 09:57:36,2022-10-17 11:24:00,{'train traffic'},5-10,train traffic,
661,CR-Fitchburg,467768, Fitchburg Line Train 409 (9:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett due to train traffic.,2022-10-17 10:01:34,2022-10-17 12:12:00,{'train traffic'},5-15,train traffic,
662,CR-Fitchburg,467780, Fitchburg Line Train 412 (10:33 am from Wachusett) is operating 5-15 minutes behind schedule between Lincoln and North Station.,2022-10-17 11:44:24,2022-10-17 13:24:00,None,5-15,,
663,CR-Fitchburg,467787, Fitchburg Line Train 413 (11:30 am from North Station) is operating 5-10 minutes behind schedule between Concord and Littleton/Route 495.,2022-10-17 12:23:01,2022-10-17 13:30:00,None,5-10,,
664,CR-Fitchburg,467796, Fitchburg Line Train 415 (12:30 pm from North Station) is operating 5-15 minutes late between Brandeis Roberts and Wachusett due to train traffic. Fitchburg Line Train 415 (12:30 pm from North Station) is operating 5-15 minutes late between Brandeis Roberts and Wachusett due to train traffic.,2022-10-17 13:05:44,2022-10-17 15:12:00,{'train traffic'},5-15,train traffic,
665,CR-Fitchburg,467797, Fitchburg Line Train 415 (12:30 pm from North Station) is operating 5-15 minutes behind schedule between Waltham and Wachusett due to train traffic.,2022-10-17 13:07:07,2022-10-17 15:12:00,{'train traffic'},5-15,train traffic,
666,CR-Fitchburg,467800, Fitchburg Line Train 417 (1:30 pm from North Station) has not yet departed North Station and is 10-20 minutes late due to a switch issue. Fitchburg Line Train 417 (1:30 pm from North Station) has departed North Station and is operating 10-20 minutes late due to a switch issue.,2022-10-17 13:36:02,2022-10-17 15:30:00,None,10-20,,
667,CR-Fitchburg,467813, Fitchburg Line Train 418 (1:33 pm from Wachusett) is operating 5-15 minutes late between Ayer and North Station due to train traffic. Fitchburg Line Train 418 (1:33 pm from Wachusett) is now operating near schedule between Kendal Green and North Station.,2022-10-17 14:20:13,2022-10-17 16:24:00,{'train traffic'},5-15,train traffic,
668,CR-Fitchburg,467825, Fitchburg Line Train 419 (2:30 pm from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett.,2022-10-17 15:02:16,2022-10-17 17:12:00,None,5-15,,
669,CR-Fitchburg,467843, Fitchburg Line Train 421 (3:30 pm from North Station) is operating 5-15 minutes behind schedule between Waltham and Wachusett.,2022-10-17 16:04:18,2022-10-17 18:13:00,None,5-15,,
670,CR-Fitchburg,467852, Fitchburg Line Train 423 (4:30 pm from North Station) is operating 5-10 minutes behind schedule between Waltham and Wachusett.,2022-10-17 17:04:08,2022-10-17 19:10:00,None,5-10,,
671,CR-Fitchburg,467860, Fitchburg Line Train 426 (5:28 pm from Wachusett) is operating 5-15 minutes behind schedule between North Leominster and North Station.,2022-10-17 17:59:42,2022-10-17 20:10:00,None,5-15,,
672,CR-Fitchburg,467863, Fitchburg Line Train 425 (5:30 pm from North Station) is operating 5-15 minutes behind schedule between Lincoln and Wachusett.,2022-10-17 18:16:24,2022-10-17 20:10:00,None,5-15,,
673,CR-Haverhill,466695," On the Fridays of October 14, November 4, and December 2, shuttle buses will replace train service between Haverhill and Reading after 7:00 pm to allow for Merrimack River Bridge improvement work. On the Fridays of November 4, and December 2, shuttle buses will replace train service between Haverhill and Reading after 7:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:47:46,2022-12-03 02:30:00,None,,,
674,CR-Haverhill,466699," On the Mondays of October 17, November 7, and December 5, shuttle buses will replace outbound train service between Reading and Haverhill from 8:30 am to 2:00 pm to allow for Merrimack River Bridge improvement work. On the Mondays of November 7, and December 5, shuttle buses will replace outbound train service between Reading and Haverhill from 8:30 am to 2:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:46:17,2022-12-06 02:30:00,None,,,
675,CR-Haverhill,466700," On the Mondays of October 17, November 7, and December 5, shuttle buses will replace inbound train service between Haverhill and Reading from 9:30 am to 3:30 pm to allow for Merrimack River Bridge improvement work. On the Mondays of November 7, and December 5, shuttle buses will replace inbound train service between Haverhill and Reading from 9:30 am to 3:30 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:45:24,2022-12-06 02:30:00,None,,,
676,CR-Haverhill,467295," On the weekends of October 15-16, November 5-6, and December 3-4, there will be no train service at Haverhill Station to allow for Merrimack River Bridge improvement work. Please board/exit the train from Bradford Station. On the weekends of November 5-6, and December 3-4, there will be no train service at Haverhill Station to allow for Merrimack River Bridge improvement work. Please board/exit the train from Bradford Station.",2022-10-14 09:27:03,2022-12-05 02:30:00,None,,,
677,CR-Haverhill,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
678,CR-Haverhill,467722, The new Fall/Winter Commuter Rail schedules are now in effect. Visit MBTA.com to see how we adapted our service for better seasonal performance.,2022-10-17 06:55:42,2022-10-19 02:30:00,None,,,
679,CR-Haverhill,467769, Haverhill Line Train 286 (9:48 am from Reading) is operating 5-15 minutes behind schedule between Reading and North Station due to a mechanical issue.,2022-10-17 10:06:42,2022-10-17 11:22:00,{'mechanical issue'},5-15,mechanical issue,
680,CR-Haverhill,467773, Haverhill Line Train 287 (10:25 am from North Station) is operating 5-10 minutes behind schedule between Oak Grove and Reading.,2022-10-17 10:50:04,2022-10-17 12:00:00,None,5-10,,
681,CR-Haverhill,467853, Haverhill Line Train 295 (5:10 pm from North Station) is expected to depart North Station 5-15 minutes behind schedule. Haverhill Line Train 295 (5:10 pm from North Station) is expected to depart North Station 5-15 minutes behind schedule. Haverhill Line Train 295 (5:10 pm from North Station) has departed North Station and is operating near schedule.,2022-10-17 17:10:00,2022-10-17 18:45:00,None,5-15,,
682,CR-Haverhill,467883, Haverhill Line Train 220 (6:57 pm from Haverhill) is stopped before Ballardvale and is 10-20 minutes behind schedule. Haverhill Line Train 220 (6:57 pm from Haverhill) is operating 10-15 minutes behind schedule between Andover and North Station.,2022-10-17 19:28:25,2022-10-17 21:07:00,None,10-15,,
683,CR-Lowell,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
684,CR-Lowell,467722, The new Fall/Winter Commuter Rail schedules are now in effect. Visit MBTA.com to see how we adapted our service for better seasonal performance.,2022-10-17 06:55:42,2022-10-19 02:30:00,None,,,
685,CR-Lowell,467774, Please board all Lowell Line trains on the inbound platform (Track 2) at Wedgemere and West Medford until 3:30 pm today. Normal boarding has resumed for all Lowell Line trains at Wedgemere and West Medford today. Normal boarding has resumed for all Lowell Line trains at Wedgemere and West Medford today.,2022-10-17 11:06:23,2022-10-17 16:29:40,None,,,
686,CR-Lowell,467778," [11:41 AM] VINES Ashley
Lowell Line Train 315 (11:10 am from North Station) is operating 5-10 minutes behind schedule between Anderson/Woburn and Lowell.

 Lowell Line Train 315 (11:10 am from North Station) is operating 5-10 minutes behind schedule between Anderson/Woburn and Lowell. Lowell Line Train 315 (11:10 am from North Station) is operating 5-10 minutes behind schedule between Anderson/Woburn and Lowell.",2022-10-17 11:42:00,2022-10-17 12:55:00,None,5-10,,
687,CR-Lowell,467841, Lowell Line Train 323 (3:10 pm from North Station) is operating 5-15 minutes behind schedule between Wedgemere and Lowell.,2022-10-17 15:38:10,2022-10-17 16:55:00,None,5-15,,
688,CR-Needham,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
689,CR-Needham,467722, The new Fall/Winter Commuter Rail schedules are now in effect. Visit MBTA.com to see how we adapted our service for better seasonal performance.,2022-10-17 06:55:42,2022-10-19 02:30:00,None,,,
690,CR-Fairmount,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
691,CR-Franklin,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
692,CR-Franklin,467907, Foxboro Line Train 740 (5:44 am from Foxboro) is operating 5-15 minutes behind schedule between Foxboro and South Station due to a mechanical issue.,2022-10-18 06:08:58,2022-10-18 07:39:00,{'mechanical issue'},5-15,mechanical issue,
693,CR-Franklin,467908, Foxboro Line Train 741 (5:30 am from South Station) is operating 5-15 minutes late between Norwood Depot and Foxboro. Foxboro Line Train 741 (5:30 am from South Station) is operating 5-15 minutes late between Norwood Depot and Foxboro.,2022-10-18 06:15:51,2022-10-18 07:22:00,None,5-15,,
694,CR-Franklin,467927, Foxboro Line Train 742 (6:49 am from Foxboro) is operating 5-10 minutes behind schedule between Endicott and South Station due to train traffic.,2022-10-18 07:31:17,2022-10-18 08:44:00,{'train traffic'},5-10,train traffic,
695,CR-Franklin,467933, Franklin Line Train 704 (7:09 am from Forge Park/495) is operating 5-10 minutes behind schedule between Dedham Corporate Center and South Station due to train traffic.,2022-10-18 07:56:54,2022-10-18 09:20:00,{'train traffic'},5-10,train traffic,
696,CR-Franklin,467947, Franklin Line Train 706 (8:12 am from Forge Park/495) is operating 5-10 minutes behind schedule between Norwood Central and South Station.,2022-10-18 08:52:19,2022-10-18 10:21:00,None,5-10,,
697,CR-Franklin,467954, Foxboro Line Train 747 (8:45 am from South Station) is operating 5-15 minutes behind schedule between Ruggles and Foxboro due to train traffic.,2022-10-18 09:14:16,2022-10-18 10:34:00,{'train traffic'},5-15,train traffic,
698,CR-Franklin,467966, Franklin Line Train 708 (9:12 am from Forge Park/495) is operating 5-15 minutes behind schedule between Walpole and South Station due to train traffic.,2022-10-18 09:43:51,2022-10-18 11:17:00,{'train traffic'},5-15,train traffic,
699,CR-Franklin,467984, Please board Franklin Line Train 711 (11:45 am from South Station) on the inbound platform (Track 2) at Endicott through Norwood Central today.,2022-10-18 12:05:30,2022-10-18 13:48:00,None,,,
700,CR-Franklin,467987, Franklin Line Train 711 (11:45 am from South Station) is operating 5-15 minutes behind schedule between Dedham Corporate Center and Forge Park/495 due to train traffic.,2022-10-18 12:19:43,2022-10-18 13:48:00,{'train traffic'},5-15,train traffic,
701,CR-Franklin,467995, Franklin Line Train 750 (12:23 pm from Foxboro) is operating 5-10 minutes behind schedule between Endicott and South Station due to train traffic.,2022-10-18 13:03:09,2022-10-18 14:17:00,{'train traffic'},5-10,train traffic,
702,CR-Franklin,468022, Franklin Line Train 720 (3:15 pm from Forge Park/495) is operating 5-15 minutes behind schedule between Norwood Depot and South Station.,2022-10-18 16:00:08,2022-10-18 17:20:00,None,5-15,,
703,CR-Franklin,468027, Franklin Line Train 721 (4:45 pm from South Station) is operating 5-15 minutes behind schedule between Islington and Forge Park.,2022-10-18 17:25:41,2022-10-18 18:55:00,None,5-15,,
704,CR-Franklin,468043, Franklin Line Train 724 (5:07 pm from Forge Park/495) is operating 5-15 minutes behind schedule between Windsor Gardens and South Station due to train traffic.,2022-10-18 17:51:29,2022-10-18 19:14:00,{'train traffic'},5-15,train traffic,
705,CR-Franklin,468051, Franklin Line Train 723 (5:45 pm from South Station) is operating 5-15 minutes behind schedule between Endicott and Forge Park.,2022-10-18 18:22:08,2022-10-18 19:55:00,None,5-15,,
706,CR-Greenbush,464776," On the weekend of October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
707,CR-Greenbush,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
708,CR-Greenbush,468079, Greenbush Line Train 095 (10:45 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to the late arrival of equipment. Greenbush Line Train 095 (10:45 pm from South Station) is expected to depart South Station 15-25 minutes behind schedule due to the late arrival of equipment. Greenbush Line Train 095 (10:45 pm from South Station) has departed South Station and is 15-25 minutes behind schedule due to the late arrival of equipment.,2022-10-18 22:45:00,2022-10-19 00:48:00,{'late arrival of equipment'},15-25,late arrival of equipment,
709,CR-Kingston,464776," On the weekend of October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
710,CR-Kingston,467323," Kingston Train 1041/2041 (6:20 am from South Station) will no longer operate after October 16th. Effective Monday, October 17th, with the new Fall/Winter schedule, Train 1043/2043 (8:20 am from South Station) will be the first outbound train to Kingston.",2022-10-17 09:30:00,2022-10-22 02:30:00,None,,,
711,CR-Kingston,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
712,CR-Fitchburg,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
713,CR-Fitchburg,467901, Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts until further notice. Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts until further notice.,2022-10-18 05:02:48,2022-10-19 04:21:42,None,,,
714,CR-Fitchburg,467914, Fitchburg Line Train 404 (6:25 am from Wachusett) is operating 5-10 minutes behind schedule between Ayer and North Station.,2022-10-18 07:01:27,2022-10-18 09:11:00,None,5-10,,
715,CR-Fitchburg,467952, Fitchburg Line Train 407 (8:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett due to train traffic.,2022-10-18 09:01:36,2022-10-18 11:12:00,{'train traffic'},5-15,train traffic,
716,CR-Fitchburg,467968, Fitchburg Line Train 409 (9:30 am from North Station) is operating 5-10 minutes late between Porter Square and Wachusett.,2022-10-18 09:51:04,2022-10-18 12:12:00,None,5-10,,
717,CR-Fitchburg,467977, Fitchburg Line Train 411 (10:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett due to train traffic.,2022-10-18 10:59:57,2022-10-18 13:12:00,{'train traffic'},5-15,train traffic,
718,CR-Fitchburg,467979, Fitchburg Line Train 412 (10:33 am from Wachusett) is operating 5-15 minutes behind schedule between Lincoln and North Station due to train traffic.,2022-10-18 11:44:00,2022-10-18 13:24:00,{'train traffic'},5-15,train traffic,
719,CR-Fitchburg,467983, Fitchburg Line Train 413 (11:30 am from North Station) is operating 5-10 minutes behind schedule between Waverley and Littleton/Route 495. Fitchburg Line Train 413 (11:30 am from North Station) is operating 5-10 minutes behind schedule between Waverley and Littleton/Route 495 due to train traffic.,2022-10-18 12:02:00,2022-10-18 13:30:00,{'train traffic'},5-10,train traffic,
720,CR-Fitchburg,467994, Fitchburg Line Train 415 (12:30 pm from North Station) is operating 5-15 minutes behind schedule between Waltham and Wachusett due to train traffic.,2022-10-18 13:01:00,2022-10-18 15:12:00,{'train traffic'},5-15,train traffic,
721,CR-Fitchburg,468005, Fitchburg Line Train 417 (1:30 pm from North Station) is operating 5-15 minutes late between Waltham and Wachusett due to train traffic. Correction: Fitchburg Line Train 417 (1:30 pm from North Station) is operating 5-15 minutes late between Waltham and Littleton/Route 495 due to train traffic.,2022-10-18 14:02:20,2022-10-18 15:30:00,{'train traffic'},5-15,train traffic,
722,CR-Fitchburg,468013, Fitchburg Line Train 419 (2:30 pm from North Station) is operating 5-15 minutes behind schedule between Waltham and Wachusett to do train traffic.,2022-10-18 15:02:21,2022-10-18 17:12:00,{'train traffic'},5-15,train traffic,
723,CR-Fitchburg,468023, Fitchburg Line Train 421 (3:30 pm from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett. Fitchburg Line Train 421 (3:30 pm from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett.,2022-10-18 16:01:32,2022-10-18 18:13:00,None,5-15,,
724,CR-Fitchburg,468025, Fitchburg Line Train 423 (4:30 pm from North Station) is operating 5-15 minutes behind schedule between Waltham and Wachusett.,2022-10-18 17:03:26,2022-10-18 19:10:00,None,5-15,,
725,CR-Fitchburg,468066, Fitchburg Line Train 428 (6:25 pm from Wachusett) is operating 5-15 minutes behind schedule between Brandeis/Roberts and North Station.,2022-10-18 19:39:49,2022-10-18 21:07:00,None,5-15,,
726,CR-Fitchburg,468071, Fitchburg Line Train 430 (7:25 pm from Wachusett) is stopped after Belmont and is 5-15 minutes behind schedule due to a mechanical issue. Fitchburg Line Train 430 (7:25 pm from Wachusett) remains stopped after Belmont and is 15-25 minutes behind schedule due to a mechanical issue. Fitchburg Line Train 430 (7:25 pm from Wachusett) is operating 20-30 minutes behind schedule between Porter and North Station due to a mechanical issue.,2022-10-18 20:59:29,2022-10-18 22:07:00,{'mechanical issue'},20-30,mechanical issue,
727,CR-Haverhill,466695," On the Fridays of November 4, and December 2, shuttle buses will replace train service between Haverhill and Reading after 7:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:47:46,2022-12-03 02:30:00,None,,,
728,CR-Haverhill,466699," On the Mondays of November 7, and December 5, shuttle buses will replace outbound train service between Reading and Haverhill from 8:30 am to 2:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:46:17,2022-12-06 02:30:00,None,,,
729,CR-Haverhill,466700," On the Mondays of November 7, and December 5, shuttle buses will replace inbound train service between Haverhill and Reading from 9:30 am to 3:30 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:45:24,2022-12-06 02:30:00,None,,,
730,CR-Haverhill,467295," On the weekends of November 5-6, and December 3-4, there will be no train service at Haverhill Station to allow for Merrimack River Bridge improvement work. Please board/exit the train from Bradford Station.",2022-10-14 09:27:03,2022-12-05 02:30:00,None,,,
731,CR-Haverhill,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
732,CR-Haverhill,467917, Haverhill Line Train 202 (6:12 am from Haverhill) is operating 5-10 minutes behind schedule between Melrose/Cedar Park and North Station.,2022-10-18 07:11:54,2022-10-18 08:24:00,None,5-10,,
733,CR-Haverhill,467959, Haverhill Line Train 206 (8:27 am from Haverhill) is operating 5-10 minutes behind schedule between Melrose/Cedar Park and North Station.,2022-10-18 09:27:39,2022-10-18 10:38:00,None,5-10,,
734,CR-Haverhill,467989, Haverhill Line Train 210 (11:27 am from Haverhill) is stopped at Malden Center and is 5-15 minutes behind schedule due to police activity. Haverhill Line Train 210 (11:27 am from Haverhill) is operating 5-15 minutes behind schedule between Malden Center and North Station due to police activity.,2022-10-18 12:31:10,2022-10-18 13:37:00,None,5-15,,
735,CR-Haverhill,468039, Haverhill Line Train 218 (5:27 pm from Haverhill) is operating 5-10 minutes behind schedule between Bradford and North Station.,2022-10-18 17:40:16,2022-10-18 19:24:00,None,5-10,,
736,CR-Haverhill,468042, Haverhill Line Train 217 (5:40 pm from North Station) has not yet departed North Station due to a mechanical issue and is currently 5-15 minutes behind schedule. Haverhill Line Train 217 (5:40 pm from North Station) has departed North Station and is operating near schedule.,2022-10-18 17:44:56,2022-10-18 19:40:00,{'mechanical issue'},5-15,mechanical issue,
737,CR-Haverhill,468069, Haverhill Line Train 222 (8:17 pm from Haverhill) has not yet departed Haverhill and is 20-30 minutes behind schedule due to a mechanical issue. Haverhill Line Train 222 (8:17 pm from Haverhill) remains at Haverhill and is 30-40 minutes behind schedule due to a mechanical issue.,2022-10-18 20:38:29,2022-10-18 22:27:00,{'mechanical issue'},30-40,mechanical issue,
738,CR-Haverhill,468070, Haverhill Line Train 222 (8:17 pm from Haverhill) has been cancelled due to a mechanical issue. The next inbound train from Haverhill is Train 224 (9:32pm from Haverhill).,2022-10-18 20:59:19,2022-10-18 22:27:00,{'mechanical issue'},,mechanical issue,
739,CR-Haverhill,468073, Haverhill Line Train 224 (9:32 pm from Haverhill) is expected to depart Haverhill 5-15 minutes behind schedule due to assisting cancelled Train 222. Haverhill Line Train 224 (9:32 pm from Haverhill) has departed Haverhill and is 10-20 minutes behind schedule due to assisting cancelled Train 222.,2022-10-18 21:32:00,2022-10-18 23:41:00,None,10-20,,
740,CR-Lowell,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
741,CR-Lowell,467978, Please board all Lowell Line trains on the inbound platform (Track 2) at Wedgemere and West Medford until 3:30 pm today. Normal boarding has resumed for all Lowell Line trains at Wedgemere and West Medford.,2022-10-18 11:22:12,2022-10-18 15:30:00,None,,,
742,CR-Needham,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
743,CR-Needham,467953, Needham Line Train 607 (8:50 am from South Station) is operating 5-15 minutes behind schedule between South Station and Needham Heights.,2022-10-18 09:03:05,2022-10-18 10:35:00,None,5-15,,
